Date,Mean_Ice_Concentration_12km,DOY,Mean_Ice_Concentration_perc_12km,Mean_Ice_Concentration_perc_3km,Mean_Ice_Concentration_3km
2013-10-14,0.2837367303609341,283,28.373673036093415,35.1476625612501,0.35147662561250104
2013-10-15,0.2788535031847134,284,27.88535031847134,32.9360349622566,0.329360349622566
2013-10-16,0.2464968152866242,285,24.64968152866242,31.9163024764931,0.319163024764931
2013-10-17,0.2357112526539278,286,23.57112526539278,32.3798172427493,0.323798172427493
2013-10-18,0.2489808917197452,287,24.89808917197452,30.5390014567606,0.305390014567606
2013-10-19,0.2425477707006369,288,24.254777070063696,30.976029664945,0.30976029664945
2013-10-20,0.2555414012738853,289,25.554140127388536,27.8241292544033,0.278241292544033
2013-10-21,0.2906369426751592,290,29.063694267515924,27.7843994172957,0.27784399417295697
2013-10-22,0.3756475583864119,291,37.56475583864119,27.5725069527214,0.275725069527214
2013-10-23,0.4887898089171974,292,48.87898089171974,27.6652099059727,0.276652099059727
2013-10-24,0.5745222929936306,293,57.452229299363054,32.6181962653953,0.326181962653953
2013-10-25,0.4990445859872611,294,49.90445859872611,37.1738842537412,0.371738842537412
2013-10-26,0.564755838641189,295,56.475583864118896,46.404449741756,0.46404449741756
2013-10-27,0.6254564755838641,296,62.54564755838641,62.7863859091511,0.627863859091511
2013-10-28,0.5952016985138004,297,59.52016985138004,60.9323268441266,0.6093232684412659
2013-10-29,0.569723991507431,298,56.9723991507431,62.4817904913256,0.624817904913256
2013-10-30,0.6257112526539278,299,62.57112526539278,62.8526023043305,0.6285260230433051
2013-10-31,0.6776645435244162,300,67.76645435244161,60.045027148722,0.60045027148722
2013-11-01,0.7473885350318471,301,74.73885350318471,55.0655542312276,0.550655542312276
2013-11-02,0.8786411889596603,302,87.86411889596603,58.3763739901999,0.583763739901999
2013-11-03,0.8782590233545647,303,87.82590233545648,63.8590915110581,0.638590915110581
2013-11-04,0.7631847133757962,304,76.31847133757962,72.4672228843861,0.7246722288438611
2013-11-05,0.8570912951167727,305,85.70912951167728,86.4521255462852,0.8645212554628521
2013-11-06,0.8692569002123142,306,86.92569002123142,86.8759104754337,0.868759104754337
2013-11-07,0.9178131634819532,307,91.78131634819532,73.3545225797907,0.7335452257979069
2013-11-08,0.9479617834394904,308,94.79617834394904,82.5586015097338,0.8255860150973381
2013-11-09,0.9638216560509554,309,96.38216560509554,81.9494106740829,0.819494106740829
2013-11-10,0.9759235668789809,310,97.59235668789808,91.8421401138922,0.918421401138922
